4, 7, 10000000, 7855800, 3.142320, 0.023152, 0.132796
4, 8, 100000000, 78545488, 3.141820, 0.007221, 1.322489
4, 9, 1000000000, 785395764, 3.141583, 0.000306, 13.222112
4, 10, 10000000000, 7853984580, 3.141594, 0.000038, 132.218664
4, 7, 10000000, 7853568, 3.141427, 0.005267, 0.132833
4, 8, 100000000, 78537036, 3.141481, 0.003540, 1.323166
4, 9, 1000000000, 785398408, 3.141594, 0.000031, 13.220204
4, 10, 10000000000, 7853965460, 3.141586, 0.000206, 132.215168
4, 7, 10000000, 7853460, 3.141384, 0.006642, 0.132852
4, 8, 100000000, 78549932, 3.141997, 0.012880, 1.322320
4, 9, 1000000000, 785397712, 3.141591, 0.000057, 13.221885
4, 10, 10000000000, 7853962244, 3.141585, 0.000247, 132.206437
4, 7, 10000000, 7851136, 3.140454, 0.036232, 0.133111
4, 8, 100000000, 78529696, 3.141188, 0.012886, 1.322756
4, 9, 1000000000, 785382116, 3.141528, 0.002043, 13.220361
4, 10, 10000000000, 7853967500, 3.141587, 0.000180, 132.208554
4, 7, 10000000, 7856160, 3.142464, 0.027736, 0.133143
4, 8, 100000000, 78548568, 3.141943, 0.011143, 1.323220
4, 9, 1000000000, 785388468, 3.141554, 0.001234, 13.220745
4, 10, 10000000000, 7853979880, 3.141592, 0.000022, 132.202816
